project_id,sector,state_region,executing_agency,start_date,original_completion_date,physical_progress_pct,land_acquisition_pct,env_clearance_status,litigation_active,contractor_tier,original_budget_cr,delay_months,revised_budget_cr,expenditure_todate_cr,financial_progress_pct,cost_overrun_pct,risk_level,geo_latitude,geo_longitude,revised_completion_date
PRJ-IN-2026-9805,Highways,North,PWD,2023-08-20,2027-10-20,21.25960911212563,90.12628141776065,Cleared,False,Tier 2,610.8969764117409,7,610.8969764117409,239.02343068309133,39.126635081263025,0.0,Low Risk,29.440861233079055,79.33400458214729,2028-05-20
PRJ-IN-2026-9806,Water Resources,West,PWD,2021-05-05,2024-01-04,40.27240256302562,59.18236601042253,Cleared,True,Tier 1,113.59501686189627,60,113.59501686189627,56.46525576244017,49.70751122920128,0.0,Low Risk,11.372598707879213,80.1471279905407,2029-01-03
PRJ-IN-2026-9807,Power & Energy,North,NTPC,2022-02-28,2023-11-29,14.490527609452696,65.76000597139004,Pending,False,Tier 2,150.14167036833098,35,150.14167036833098,59.291737790099205,39.4905276094527,0.0,Low Risk,27.10506412313856,93.70004444421686,2026-10-29
PRJ-IN-2026-9808,Highways,West,PWD,2024-06-18,2025-06-18,54.26883975688332,66.7582492772238,Cleared,False,Tier 1,235.33690134249295,12,237.69027035591787,175.17440999219488,73.69860353555421,0.9999999999999978,Low Risk,30.34461193969053,90.13247821582124,2026-06-18
PRJ-IN-2026-9809,Railways,North,Railways,2018-11-05,2023-09-05,78.95679268878052,81.15458360275542,Pending,False,Tier 1,50.0,0,50.0,21.629758291179535,43.25951658235907,0.0,Low Risk,15.408920572612555,77.07158675714798,2023-09-05
PRJ-IN-2026-9810,Urban Metro,East,DMRC,2019-10-16,2023-11-15,5.503217253391468,59.16151832494986,Cleared,False,Tier 1,347.4202253649587,37,347.4202253649587,105.9743461252956,30.50321725339147,0.0,Low Risk,12.663623410416198,81.16268345294748,2026-12-15
PRJ-IN-2026-9811,Railways,South,Railways,2022-06-24,2025-09-23,6.0330834734886984,80.51965770215278,Cleared,False,Tier 1,92.49702846486852,7,92.49702846486852,28.70468005399925,31.0330834734887,0.0,Low Risk,13.415103716325472,87.18143279735034,2026-04-24
PRJ-IN-2026-9812,Railways,North-East,Railways,2021-04-25,2025-05-25,74.11917209173954,83.19197472377327,Cleared,False,Tier 2,144.95716703340946,13,144.95716703340946,73.38183044976073,50.623112986781685,0.0,Low Risk,16.185843208732212,71.08795356239357,2026-06-24
PRJ-IN-2026-9813,Power & Energy,West,PWD,2022-07-04,2026-01-02,70.95917546323308,85.82013471828114,In-Review,False,Tier 3,648.6768814098751,60,745.9784136213564,298.4790076726199,40.01174862737005,14.999999999999995,Medium Risk,21.43376307885281,90.06801777727284,2031-01-02
PRJ-IN-2026-9814,Highways,North,NHAI,2021-06-12,2024-05-12,40.219466679978986,30.05920106954742,Cleared,False,Tier 1,228.62156517644738,19,228.62156517644738,149.10576552349954,65.21946667997898,0.0,Low Risk,31.695212799583523,72.98071658263297,2025-12-11
PRJ-IN-2026-9815,Ports & Shipping,West,PWD,2018-07-09,2020-04-08,36.069308682909075,80.79777978835736,Cleared,False,Tier 1,125.42856174966603,2,135.56527955189483,81.85751132561332,60.382357190712675,8.081666297394015,Low Risk,22.498295072743893,85.49014376612647,2020-06-07
PRJ-IN-2026-9816,Highways,North,PWD,2025-06-29,2030-04-29,28.203323403935322,81.40324846308543,Cleared,False,Tier 2,307.2376929827736,0,307.2376929827736,38.841266251411,12.64209019223067,0.0,Low Risk,11.90598644618362,69.37864339547542,2030-04-29
PRJ-IN-2026-9817,Highways,South,PWD,2023-07-12,2026-01-10,6.1761000045839065,74.9604884968466,In-Review,True,Tier 1,111.29856739554376,42,111.29856739554376,34.69855267490394,31.17610000458391,0.0,Low Risk,30.412175872765843,72.76927802178324,2029-07-11
PRJ-IN-2026-9818,Highways,South,NHAI,2022-11-18,2025-06-18,51.35492967925812,54.27474330847808,Cleared,True,Tier 1,226.21102825185557,41,226.21102825185557,172.72327154843103,76.35492967925812,0.0,Low Risk,13.099723623453055,94.78865285942494,2028-11-17
PRJ-IN-2026-9819,Railways,West,Railways,2019-03-12,2022-03-11,61.60752527219168,84.8076396093796,In-Review,False,Tier 1,75.02782557757504,8,75.02782557757504,37.421956463624824,49.877437038252395,0.0,Low Risk,14.116198946622738,75.56778103555183,2022-11-09
PRJ-IN-2026-9820,Water Resources,North-East,CWD,2019-08-01,2022-07-31,86.5363933176392,92.90974897950264,Cleared,False,Tier 1,728.3802133142656,48,728.3802133142656,359.2540981728527,49.322330783558726,0.0,Low Risk,32.835497456357636,85.00410955925156,2026-07-31
PRJ-IN-2026-9821,Urban Metro,North-East,PWD,2022-10-10,2026-04-10,54.186133249490865,89.49499523151462,Cleared,False,Tier 1,55.56196460821688,12,55.56196460821688,38.56703884499944,69.41266227165748,0.0,Low Risk,18.30655689795079,88.64568675878971,2027-04-10
PRJ-IN-2026-9822,Water Resources,North,PWD,2018-06-03,2021-11-02,15.195636853278327,56.94772653722384,Cleared,False,Tier 1,392.80334291884657,16,392.80334291884657,91.7914396558363,23.368293908537453,0.0,Low Risk,22.370664241942933,69.59884463375123,2023-03-04
PRJ-IN-2026-9823,Railways,North,Railways,2021-10-13,2024-03-13,30.817812452357362,78.68212320924965,Cleared,False,Tier 1,50.0,4,50.0,22.434805828896575,44.86961165779315,0.0,Low Risk,19.320133324800047,74.00742953014729,2024-07-12
PRJ-IN-2026-9824,Railways,North-East,Railways,2025-02-11,2028-02-11,78.50236745162796,76.14529234048939,In-Review,False,Tier 3,216.31505549551105,60,216.31505549551105,121.42905434985816,56.13527642433471,0.0,Low Risk,30.23742782720896,92.86118466681116,2033-02-10
PRJ-IN-2026-9825,Railways,South,Railways,2024-12-31,2028-07-01,61.81901187944065,81.90405107997456,Cleared,True,Tier 1,374.4989215372163,60,430.6737597677987,311.0835444201604,72.23183148838315,14.999999999999988,Medium Risk,25.959080231298664,77.73757100458783,2033-07-01
PRJ-IN-2026-9826,Highways,East,PWD,2022-02-13,2024-06-14,77.11114584226468,92.89042036905467,Cleared,False,Tier 1,73.47126422501671,0,73.47126422501671,8.890105458041788,12.100112270852605,0.0,Low Risk,13.122575454519836,91.21197320097474,2024-06-14
PRJ-IN-2026-9827,Water Resources,North-East,PWD,2019-11-10,2024-04-10,41.3486229212049,83.38648249298416,Cleared,False,Tier 1,404.52892230743004,0,404.52892230743004,140.72109844231218,34.786412214889374,0.0,Low Risk,27.7844916467513,86.43203356543529,2024-04-10
PRJ-IN-2026-9828,Railways,North,Railways,2018-08-05,2021-07-05,6.751723434259138,45.45752321211122,Cleared,True,Tier 3,235.6522586179302,60,235.6522586179302,74.82365342295029,31.751723434259137,0.0,Low Risk,29.17316105272645,83.48526173671037,2026-07-05
PRJ-IN-2026-9829,Railways,South,Railways,2019-05-16,2023-12-15,89.21274142377037,91.03282855468309,Cleared,False,Tier 3,147.14670795816897,0,147.14670795816897,75.11258007877625,51.04604861437289,0.0,Low Risk,27.420982400002103,69.16122724071674,2023-12-15
PRJ-IN-2026-9830,Railways,North-East,Railways,2020-03-30,2021-10-29,34.92167854836067,89.52400020937421,In-Review,False,Tier 1,281.72370832834565,12,281.72370832834565,149.61827749997596,53.108159901685525,0.0,Low Risk,18.805205234858427,90.51080485899507,2022-10-29
PRJ-IN-2026-9831,Urban Metro,West,PWD,2022-05-30,2025-12-28,8.338401907670058,76.5130410767666,Cleared,False,Tier 1,1133.2683279639318,50,1133.2683279639318,377.813549868948,33.338401907670054,0.0,Low Risk,20.28881605401464,85.39892983375367,2030-02-27
PRJ-IN-2026-9832,Highways,North-East,PWD,2023-10-22,2025-11-21,58.68878969824544,83.2777834807644,In-Review,False,Tier 2,323.6957283258968,33,712.1306023169731,210.47507421543733,29.55568452340625,120.00000000000001,Critical,10.123792621478419,90.5775485832098,2028-08-21
PRJ-IN-2026-9833,Power & Energy,West,PWD,2021-09-06,2024-01-06,74.39618118857153,95.19151588561014,In-Review,True,Tier 3,59.86601861064209,60,59.86601861064209,57.376609626742294,95.84169944540581,0.0,Low Risk,21.99855374668284,85.99872628859127,2029-01-05
PRJ-IN-2026-9834,Power & Energy,South,NTPC,2024-08-12,2028-06-12,47.80036928661704,84.24207733972166,In-Review,False,Tier 1,78.61092481079706,12,78.61092481079706,51.879897596049894,65.99578585408563,0.0,Low Risk,30.628780205366333,88.78263423108716,2029-06-12
PRJ-IN-2026-9835,Urban Metro,North-East,DMRC,2019-04-17,2022-01-15,61.38618344510445,78.69977821658145,In-Review,False,Tier 2,83.20587946076846,49,83.20587946076846,59.483777725143696,71.48987320444137,0.0,Low Risk,30.811453715421962,72.21978082214717,2026-02-14
PRJ-IN-2026-9836,Highways,West,PWD,2021-05-22,2026-12-21,41.725815143818565,58.54422571292183,Cleared,False,Tier 2,138.63763925697876,16,138.63763925697876,92.50709489036569,66.72581514381856,0.0,Low Risk,24.692946072724844,81.35187867042933,2028-04-21
PRJ-IN-2026-9837,Highways,North-East,NHAI,2022-11-29,2026-05-30,81.3681113241716,78.45349111366306,Cleared,False,Tier 2,388.67711242378925,51,388.67711242378925,193.54915843101077,49.79690139819112,0.0,Low Risk,23.66290815043736,71.30061358284642,2030-08-29
PRJ-IN-2026-9838,Railways,East,Railways,2018-06-07,2020-09-05,78.37160990710117,88.38901844499426,Cleared,False,Tier 1,509.59454642243577,49,509.59454642243577,416.93613325487405,81.81722826155381,0.0,Low Risk,31.863464813958345,74.79755355867093,2024-10-05
PRJ-IN-2026-9839,Water Resources,East,CWD,2025-03-31,2028-09-29,71.99711380941054,77.12476849311574,Cleared,False,Tier 3,415.4172984839423,22,415.4172984839423,142.8010789212621,34.375332814115346,0.0,Low Risk,32.09983447139329,87.9943944653984,2030-07-30
PRJ-IN-2026-9840,Ports & Shipping,South,PWD,2025-12-17,2028-09-16,1.9878719632632547,97.61576311220225,In-Review,False,Tier 3,50.0,4,53.24811930748059,14.370534261548523,26.987871963263256,6.496238614961186,Medium Risk,25.049293790573216,71.22660489042728,2029-01-15
PRJ-IN-2026-9841,Power & Energy,South,PWD,2023-12-04,2027-09-03,51.635509920155464,56.33152679308723,In-Review,True,Tier 1,370.26727628104095,44,370.26727628104095,198.52976514596122,53.61796136563599,0.0,Low Risk,14.099680316846268,71.14259273302115,2031-05-04
PRJ-IN-2026-9842,Highways,North-East,NHAI,2023-08-16,2026-04-16,78.53462536131894,76.86995224393151,Cleared,False,Tier 2,148.88629046805542,43,148.88629046805542,91.3397603093833,61.34867086972046,0.0,Low Risk,23.791819886541795,80.60446594068395,2029-11-14
PRJ-IN-2026-9843,Highways,North-East,PWD,2019-09-05,2023-01-04,24.487280071895633,60.749254059227454,Cleared,False,Tier 1,496.49574041286377,25,615.7006548073143,304.693507448991,49.48728007189563,24.009252183175843,High Risk,22.617108511475536,77.28482283609253,2025-02-03
PRJ-IN-2026-9844,Power & Energy,East,PWD,2019-06-19,2022-08-18,25.9201217214192,49.166884582487036,Cleared,False,Tier 1,921.635943796244,30,921.635943796244,318.6173239075915,34.57084394898901,0.0,Low Risk,26.55229980089559,85.58101522601956,2025-02-16
PRJ-IN-2026-9845,Highways,North-East,NHAI,2019-11-28,2022-11-27,90.42479125557378,94.5315005831624,Cleared,False,Tier 2,50.0,17,50.0,27.98114266283594,55.96228532567188,0.0,Low Risk,29.492782093455226,85.49759434104507,2024-04-27
PRJ-IN-2026-9846,Power & Energy,South,NTPC,2019-01-30,2023-01-30,84.17156910301468,89.45122349532181,Cleared,False,Tier 1,188.37829276740231,0,188.37829276740231,108.0737411940306,57.37059169947637,0.0,Low Risk,32.93101596935165,82.68320390058959,2023-01-30
PRJ-IN-2026-9847,Urban Metro,North-East,PWD,2022-06-18,2023-08-18,98.81339137363736,93.96473363444332,Cleared,False,Tier 2,604.5572360664236,15,604.5572360664236,246.89584201110196,40.83911783399367,0.0,Low Risk,27.910909802954414,74.8906527855638,2024-11-16
PRJ-IN-2026-9848,Railways,West,Railways,2025-08-29,2028-09-28,49.742161393015316,79.53552809464625,Cleared,False,Tier 2,369.52178798063915,31,369.52178798063915,94.55719090948857,25.589070519014385,0.0,Low Risk,18.04499408921044,88.50772036977939,2031-04-29
PRJ-IN-2026-9849,Railways,West,Railways,2023-06-03,2025-09-01,12.423596139555116,59.21163155864734,Cleared,False,Tier 3,893.8253435991389,46,1027.8991451390098,384.6768247987625,37.423596139555116,15.0,Medium Risk,15.105835950484266,93.5559335276443,2029-07-02
PRJ-IN-2026-9850,Highways,West,PWD,2025-01-19,2026-08-20,0.8253397456059464,75.25989412668673,Cleared,False,Tier 2,953.4714019131525,25,953.4714019131525,163.15217428611166,17.11138624176297,0.0,Low Risk,32.150183381473106,78.36375422538832,2028-09-19
PRJ-IN-2026-9851,Highways,West,PWD,2025-10-31,2027-12-01,70.61331653837351,86.89211697380411,Pending,False,Tier 1,171.99231975458252,7,171.99231975458252,50.22785380725808,29.203544599508096,0.0,Low Risk,24.46924497409946,69.20239293840234,2028-07-01
PRJ-IN-2026-9852,Power & Energy,North-East,PWD,2023-04-19,2025-08-18,81.66725436455164,92.20672086715457,Cleared,False,Tier 2,93.7103496205108,43,93.7103496205108,58.40254201851899,62.32240329379389,0.0,Low Risk,27.098671875810894,93.35293711191105,2029-03-18
PRJ-IN-2026-9853,Railways,South,Railways,2018-11-03,2021-08-03,42.8286340685357,78.84677616044422,In-Review,False,Tier 1,89.58590005035923,44,89.58590005035923,55.3834107611772,61.82157095038877,0.0,Low Risk,29.74395247931721,72.44912375076146,2025-04-03
PRJ-IN-2026-9854,Highways,North-East,PWD,2025-06-11,2028-10-10,42.57969505815916,71.61887417686033,Cleared,False,Tier 1,706.970369703367,11,759.0770048644591,348.1005254334415,45.858394234402915,7.370412876420146,Medium Risk,22.719397135320342,91.38989449780492,2029-09-09
PRJ-IN-2026-9855,Highways,North,NHAI,2022-05-16,2025-11-14,84.02706418198288,82.04617687379341,Cleared,False,Tier 2,533.2778036293186,22,533.2778036293186,516.1220643806664,96.78296393888971,0.0,Low Risk,14.635875806094903,70.8617122658592,2027-09-14
PRJ-IN-2026-9856,Highways,North,PWD,2022-05-19,2024-12-17,18.604830791499772,72.94514463008446,Cleared,False,Tier 2,338.5961406825678,29,338.5961406825678,118.54649731319658,35.011177940251045,0.0,Low Risk,29.132874450221614,74.14330050691908,2027-05-18
PRJ-IN-2026-9857,Power & Energy,West,PWD,2025-11-25,2030-06-26,6.344152398790359,93.5990534312954,Cleared,False,Tier 1,234.21062800407284,2,234.21062800407284,73.41133617576057,31.34415239879036,0.0,Low Risk,16.465001500915506,86.27538129362995,2030-08-25
PRJ-IN-2026-9858,Power & Energy,West,PWD,2023-06-22,2026-01-20,96.56947217405765,82.19576549716258,Cleared,False,Tier 1,437.8432852086894,6,437.8432852086894,403.000801210176,92.04224772297093,0.0,Low Risk,22.634036070349836,81.72862611983106,2026-07-21
PRJ-IN-2026-9859,Railways,North-East,Railways,2018-11-21,2019-11-21,54.23955583767085,96.22214537502883,Cleared,True,Tier 1,279.23190825158304,46,279.23190825158304,136.74202224176548,48.97077239416468,0.0,Low Risk,16.171955608326243,96.4742218699881,2023-09-21
PRJ-IN-2026-9860,Railways,South,Railways,2024-02-14,2026-09-14,77.23757943486399,91.79434346330119,Cleared,False,Tier 1,148.653878051677,2,148.653878051677,51.37064765330533,34.5572199841616,0.0,Low Risk,35.074912321278276,84.36232510660605,2026-11-13
PRJ-IN-2026-9861,Highways,North,PWD,2025-10-12,2028-10-11,95.47430083123842,89.82695673024276,Cleared,False,Tier 1,1042.5055134861284,4,1042.5055134861284,414.54207252611735,39.764017279860006,0.0,Low Risk,32.06402877699554,77.89862370129542,2029-02-09
PRJ-IN-2026-9862,Railways,East,Railways,2019-11-25,2020-11-24,81.04199861507774,88.01366916092415,Cleared,False,Tier 2,58.49655798212849,3,58.49655798212849,17.79445009653688,30.41965324177421,0.0,Low Risk,34.7166885496649,70.06579521110997,2021-02-23
PRJ-IN-2026-9863,Highways,North-East,PWD,2021-09-12,2025-11-12,46.760879105412634,73.22065951715672,Cleared,True,Tier 2,669.3473835467549,28,669.3473835467549,376.3706622613334,56.22949629936714,0.0,Low Risk,26.63410513019521,90.18600601579746,2028-03-13
PRJ-IN-2026-9864,Water Resources,North-East,CWD,2018-10-31,2021-08-30,64.8119114043305,99.50879012251507,Pending,False,Tier 1,61.94607171614026,24,61.94607171614026,21.645834902660358,34.94303077336293,0.0,Low Risk,8.906892284824021,69.83778476833534,2023-08-30
PRJ-IN-2026-9865,Highways,North-East,PWD,2023-09-28,2025-07-28,63.224574969848604,82.77929149043871,In-Review,False,Tier 1,348.5384007336211,27,348.5384007336211,259.7779120404305,74.53351237442904,0.0,Low Risk,26.90703774539344,73.97561127651035,2027-10-27
PRJ-IN-2026-9866,Railways,East,Railways,2019-02-22,2021-02-21,92.5529617984694,99.15054176169926,Cleared,False,Tier 1,949.1938957352684,14,1091.5729800955585,323.6514700683225,29.650007463540312,14.999999999999986,Medium Risk,15.732792807738875,71.9171434752565,2022-04-23
PRJ-IN-2026-9867,Highways,North-East,NHAI,2021-05-27,2025-02-24,14.107855782160106,81.90835753712773,In-Review,False,Tier 3,622.5396130509075,37,622.5396130509075,243.4618940587665,39.10785578216011,0.0,Low Risk,30.389077557776183,68.75459389423402,2028-03-26
PRJ-IN-2026-9868,Urban Metro,South,PWD,2023-03-17,2027-01-15,69.57134870645466,75.40108920777686,In-Review,False,Tier 1,274.9135955181942,22,274.9135955181942,110.09721506384899,40.04793391768163,0.0,Low Risk,32.7100335605351,95.60257675607116,2028-11-14
PRJ-IN-2026-9869,Highways,North-East,NHAI,2024-09-23,2027-01-23,86.28225569703415,75.90824754360078,Cleared,True,Tier 3,50.0,60,50.0,15.1624667527389,30.3249335054778,0.0,Low Risk,26.60392718213459,91.4949034125689,2032-01-23
PRJ-IN-2026-9870,Water Resources,East,PWD,2020-07-22,2022-02-20,35.908231746360094,83.57368138607725,Pending,False,Tier 1,69.7846073743951,12,69.7846073743951,42.504570382884054,60.90823174636009,0.0,Low Risk,26.369224701216048,87.83727280689065,2023-02-20
PRJ-IN-2026-9871,Highways,South,PWD,2025-04-08,2028-05-08,70.82974017008257,90.82214869892236,Cleared,False,Tier 1,395.5339130441311,0,395.5339130441311,327.05249433818494,82.68633448421768,0.0,Low Risk,13.16167270562135,94.62170862982478,2028-05-08
PRJ-IN-2026-9872,Urban Metro,East,DMRC,2018-03-12,2021-06-11,24.98462256672984,60.86124231075869,Cleared,False,Tier 1,169.91660924196123,5,169.91660924196123,25.696457509444283,15.122981575540113,0.0,Low Risk,33.34283398280621,87.52014108384836,2021-11-10
PRJ-IN-2026-9873,Power & Energy,West,PWD,2019-05-02,2022-10-31,8.803267651448987,47.960825597810405,Cleared,False,Tier 1,122.82064843445,0,122.82064843445,14.31544276535315,11.655566834914875,0.0,Low Risk,34.43564467181014,83.20918051865169,2022-10-31
PRJ-IN-2026-9874,Highways,South,NHAI,2018-12-14,2021-05-14,2.540559459674807,82.65739939730132,In-Review,False,Tier 1,50.0,6,50.0,13.770279729837403,27.540559459674807,0.0,Low Risk,24.970743927476377,81.05530673480054,2021-11-12
PRJ-IN-2026-9875,Highways,North,NHAI,2023-12-24,2026-10-23,52.99287269225936,58.175968122188124,Cleared,False,Tier 3,158.88051275663693,5,181.19273161055557,69.0903971216132,38.13088776105645,14.04339554725322,Medium Risk,33.34453611265489,95.58662259210898,2027-03-24
PRJ-IN-2026-9876,Railways,West,Railways,2020-11-23,2023-11-23,5.166799295906777,84.30550745082893,Pending,True,Tier 2,250.58820971368064,60,309.3506165565986,93.32117961727926,30.166799295906777,23.449789162091562,High Risk,13.567044312991207,75.23644085171202,2028-11-22
PRJ-IN-2026-9877,Urban Metro,North-East,PWD,2018-03-02,2022-01-30,59.242740040190725,51.06616898562787,In-Review,False,Tier 2,118.72316428164066,6,118.72316428164066,92.26703317467357,77.71611692878517,0.0,Low Risk,20.87887937087511,80.69618095313993,2022-07-31
PRJ-IN-2026-9878,Water Resources,West,CWD,2024-04-22,2028-07-22,37.55245120336559,82.85257967411384,Cleared,False,Tier 2,235.4789950043934,4,235.4789950043934,105.62398460444639,44.854949632546095,0.0,Low Risk,27.53273897686242,85.8464235525939,2028-11-20
PRJ-IN-2026-9879,Highways,North,PWD,2020-03-19,2024-10-18,0.6868403948100288,65.09653319690686,Cleared,True,Tier 2,143.16506612181252,57,143.16506612181252,36.77458203583422,25.68684039481003,0.0,Low Risk,10.445390437120336,73.3199475260241,2029-07-19
PRJ-IN-2026-9880,Railways,West,Railways,2023-06-17,2027-09-16,22.647663987498355,49.37780572362064,Cleared,False,Tier 2,523.51401733657,28,523.51401733657,249.44219990798274,47.647663987498355,0.0,Low Risk,9.62220118813969,70.46507106578056,2030-01-15
PRJ-IN-2026-9881,Highways,North,NHAI,2022-06-02,2027-03-03,73.84075428469417,77.02537221491444,Pending,False,Tier 2,194.41214136395652,24,223.57396256854997,152.3242156815812,68.13146483230447,14.999999999999986,Medium Risk,12.050302679487721,95.67257011427034,2029-03-02
PRJ-IN-2026-9882,Highways,South,PWD,2018-11-22,2022-11-22,37.8795990817516,54.65716708402907,Cleared,False,Tier 2,174.89550230782532,18,226.99125637573925,58.11645725124162,25.602949725535368,29.7867888999356,High Risk,18.109980523870263,70.4046514174097,2024-05-22
PRJ-IN-2026-9883,Power & Energy,North,PWD,2022-10-29,2025-02-27,72.55551034203971,79.29652010136586,Cleared,False,Tier 1,201.56735644068013,0,201.56735644068013,76.99950477886652,38.20038429760672,0.0,Low Risk,32.61629363115085,84.50114164362107,2025-02-27
PRJ-IN-2026-9884,Railways,East,Railways,2024-11-21,2029-05-22,81.49730978523536,87.72588900830448,Cleared,False,Tier 2,122.80047568283064,14,122.80047568283064,89.38475371824237,72.7886054359476,0.0,Low Risk,28.246329478167908,77.99714771863988,2030-07-22
PRJ-IN-2026-9885,Highways,South,PWD,2020-12-03,2022-07-04,79.6943638307716,97.50127874216474,Cleared,True,Tier 3,778.1009972050817,60,778.1009972050817,364.0588267003386,46.788119795248726,0.0,Low Risk,17.46300548522694,94.59079054710477,2027-07-04
PRJ-IN-2026-9886,Water Resources,North,PWD,2024-09-01,2030-01-01,67.06044237061028,87.60404573707022,Pending,False,Tier 3,109.26388141692999,56,109.26388141692999,62.916687724579596,57.582329044766034,0.0,Low Risk,10.789953066287026,75.84068121330105,2034-09-01
PRJ-IN-2026-9887,Power & Energy,South,PWD,2020-03-01,2022-03-01,74.65889805455966,82.27847311243198,Cleared,False,Tier 2,539.9781784714239,5,539.9781784714239,257.22572325078227,47.63631818954974,0.0,Low Risk,9.118615068009065,89.66339960163722,2022-07-31
PRJ-IN-2026-9888,Urban Metro,West,DMRC,2020-04-06,2024-02-05,56.97955380470705,52.01237733173115,In-Review,True,Tier 1,86.23748337508832,42,86.23748337508832,57.354831446468,66.50800696143257,0.0,Low Risk,20.845562240877573,92.59318514725555,2027-08-06
PRJ-IN-2026-9889,Highways,South,NHAI,2019-05-17,2023-10-16,46.475996943207065,80.24863390824699,Cleared,False,Tier 1,1660.9278570169024,0,1660.9278570169024,1187.1647443102759,71.47599694320706,0.0,Low Risk,30.35940501594395,72.58437335864268,2023-10-16
PRJ-IN-2026-9890,Water Resources,North,PWD,2019-09-11,2023-02-10,6.1710339183597585,55.07865274465309,Cleared,False,Tier 1,4262.058249800069,30,4963.425256492193,1547.1509702136161,31.171033918359758,16.45606337560086,Medium Risk,22.127227637209383,80.04256463737649,2025-08-11
PRJ-IN-2026-9891,Power & Energy,East,PWD,2019-12-02,2020-12-01,97.51051048281658,75.58804043647426,In-Review,False,Tier 2,395.77570023774535,10,395.77570023774535,15.22159481405547,3.846015509520101,0.0,Low Risk,27.188171097960428,68.96009706153814,2021-10-01
PRJ-IN-2026-9892,Railways,West,Railways,2023-03-14,2025-03-13,84.0243758632671,84.4882518989774,In-Review,False,Tier 1,459.83991704955616,24,459.83991704955616,124.1191223125575,26.991811217463617,0.0,Low Risk,32.03752048445683,81.19877183210463,2027-03-13
PRJ-IN-2026-9893,Highways,North-East,NHAI,2019-01-16,2022-05-17,67.1925448280584,95.98186048214266,Pending,True,Tier 1,219.82885934309581,40,252.80318824456018,121.87084909990548,48.20779751480365,14.999999999999995,Medium Risk,14.169847690587645,78.19201258481263,2025-09-15
PRJ-IN-2026-9894,Water Resources,East,CWD,2022-05-11,2025-12-09,64.40947066367212,94.26437751021076,Cleared,True,Tier 2,262.8598444711699,36,262.8598444711699,110.56650092218096,42.062910424611374,0.0,Low Risk,14.10595377156935,89.114325804095,2028-12-08
PRJ-IN-2026-9895,Railways,West,Railways,2020-02-03,2022-11-03,57.680920097965604,51.33159661620208,In-Review,False,Tier 1,91.75912680205101,16,105.52299582235865,87.24738386086393,82.68092009796561,14.999999999999986,Medium Risk,18.252518350685243,71.80648941168698,2024-03-04
PRJ-IN-2026-9896,Urban Metro,North-East,DMRC,2019-03-05,2022-03-04,9.442008416089486,64.24351184312123,Pending,False,Tier 2,71.46961724988371,60,71.46961724988371,24.61557158815189,34.442008416089486,0.0,Low Risk,19.29596916782019,85.01066425926042,2027-03-04
PRJ-IN-2026-9897,Power & Energy,West,PWD,2024-07-27,2026-01-25,31.94040232994898,70.57510136212517,Cleared,False,Tier 2,416.2094806431494,32,416.2094806431494,236.99135281360037,56.94040232994898,0.0,Low Risk,22.626966173404753,70.30161189794116,2028-09-25
PRJ-IN-2026-9898,Urban Metro,East,DMRC,2022-04-27,2027-01-26,33.961809745186365,19.039589315971195,Cleared,False,Tier 2,85.7365700812949,60,85.7365700812949,47.299739607112166,55.16868655028168,0.0,Low Risk,26.06860671830721,76.55784477384438,2032-01-26
PRJ-IN-2026-9899,Power & Energy,North,PWD,2020-04-20,2022-11-19,79.3703045745635,95.00387777841904,Cleared,True,Tier 2,486.2941091379136,41,486.2941091379136,147.36295567753376,30.30325741325019,0.0,Low Risk,30.64150710009646,70.8989707237701,2026-04-20
PRJ-IN-2026-9900,Water Resources,South,PWD,2023-02-09,2026-11-09,60.49592922223558,96.36584674139439,In-Review,False,Tier 3,659.8509654395629,14,659.8509654395629,276.68419191983577,41.93131576848134,0.0,Low Risk,27.200491046579685,79.45688493587697,2028-01-09
PRJ-IN-2026-9901,Highways,South,NHAI,2025-04-06,2029-08-05,39.81468298797899,94.60917960864052,Cleared,False,Tier 3,1059.3758177429315,30,1059.3758177429315,571.2806223883167,53.92615281755882,0.0,Low Risk,13.967717281899393,76.44800547010516,2032-02-04
PRJ-IN-2026-9902,Highways,South,PWD,2020-04-06,2022-02-04,32.808867901995576,68.39836994225976,In-Review,True,Tier 1,83.72864946808247,20,83.72864946808247,11.227734801867083,13.409669059748918,0.0,Low Risk,25.36931294656641,96.76156629288724,2023-10-05
PRJ-IN-2026-9903,Power & Energy,North-East,NTPC,2019-12-18,2023-01-17,85.38767304164551,89.07212475069826,In-Review,True,Tier 2,63.71373935307339,29,63.71373935307339,55.264568442495076,86.73885570621316,0.0,Low Risk,31.65027399294533,80.20381311736223,2025-06-17
PRJ-IN-2026-9904,Railways,South,Railways,2023-06-18,2026-09-17,78.5635116502225,80.85304565394412,Cleared,False,Tier 2,516.86886732404,18,594.399197422646,590.9714827460358,99.42333120712931,14.999999999999996,Medium Risk,12.134698872645604,90.68975822296163,2028-03-17
PRJ-IN-2026-9905,Power & Energy,East,PWD,2021-12-08,2024-08-08,81.30985037623213,91.25692550308922,Cleared,True,Tier 1,545.6644996189275,53,627.5141745617666,400.2817078745225,63.78847269132445,14.999999999999996,Medium Risk,26.02911209989272,76.47181527855602,2029-01-07
