sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE FROM START OF SARDAR ROAD TO SINDHREJ VILLAGE,690.3,929.95,929.95,841.05,2020,2024.0,15.0,1.0,4.0,34.7168,1,0.347168,93.9
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE FROM START OF SINDHREJ 22.00 TO CH. 48.52) SECTION,882.0,1229.37,1229.37,,2020,2024.0,17.0,1.0,4.0,39.3844,1,0.393844,
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE FROM START OF VEJALLKA OF DSIR ZONE OF,691.52,903.85,903.85,872.33,2020,2023.0,22.0,1.0,3.0,30.7048,1,0.307048,99.1
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE FROM START OF DSIR ZONE DISTRICT TO ADHELAI,894.0,1261.58,1261.58,1156.84,2020,2023.0,17.0,1.0,3.0,41.1163,1,0.411163,96.77
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD OF NH 148N,1604.06,,1604.06,1241.4,2019,2024.0,15.0,1.0,5.0,0.0,0,0.0,95.73
ROAD TRANSPORT AND HIGHWAYS,TO 4-LANE WITH PAVED BHIMASAR JUNCTION OF BHUJ UPTO AIRPORT,1373.06,1085.0,1373.06,656.62,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,87.3
ROAD TRANSPORT AND HIGHWAYS,OF EIGHT LANE ACCESS EXPRESSWAY FROM KM 128.000 OF VADODARA MU,1259.0,2652.24,1910.0,,2021,2024.0,24.0,1.0,3.0,110.6624,1,1.106624,
ROAD TRANSPORT AND HIGHWAYS,OF EIGHT LANE FROM KM 190.000 TO KM TO ENA SECTION OF,1710.3,2665.08,1927.0,900.19,2020,2023.0,20.0,1.0,3.0,55.8253,1,0.558253,90.56
ROAD TRANSPORT AND HIGHWAYS,SANTALPUR FROM KM 67.000-,752.3,,766.2,452.13,2020,2023.0,16.0,1.0,3.0,1.8477,1,0.018477,98.14
ROAD TRANSPORT AND HIGHWAYS,OF TALAJA - MAHUVA KM. TO 100.450 KM. OF OLD,536.03,,536.03,480.77,2021,2022.0,28.0,1.0,1.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF MAHUVA TO 100.450 KM. TO 140.470,485.75,,485.75,393.88,2021,2022.0,32.0,1.0,1.0,0.0,0,0.0,99.57
ROAD TRANSPORT AND HIGHWAYS,SANTALPUR FROM KM 99.000-,778.15,,785.67,547.22,2020,2023.0,21.0,1.0,3.0,0.9664,1,0.009664,99.7
ROAD TRANSPORT AND HIGHWAYS,- VERAVAL,162.73,,162.73,131.79,2022,2023.0,25.0,1.0,1.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,AND STRENGTHENING TO 2 KM 95/500 TO KM 129/775 IDAR BHILODA SA,237.28,,237.28,0.34,2022,2023.0,24.0,1.0,1.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,TO 4L PS DIVIDED GOJARIYA FROM KM 52.000 TO,1181.34,1181.0,1181.34,534.24,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,77.6
ROAD TRANSPORT AND HIGHWAYS,6L OF EXISTING 4L JETPUR - SECTION FROM KM. 185.00 ON NH-,2070.44,,2070.44,,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF DHORAJI KALAVAD SECTION OF NH CHAINAGE KM 00 TO,246.6,291.0,291.0,27.57,2022,2024.0,24.0,1.0,2.0,18.0049,1,0.180049,15.0
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE WITH PAVED FROM KM 00 351 MAHUVA TO BADHA,173.06,,219.0,0.15,2022,2024.0,18.0,1.0,2.0,26.5457,1,0.265457,
ROAD TRANSPORT AND HIGHWAYS,AND OF ELEVATED KM 38/660 TO KM 42/690,530.2,,530.2,0.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,"LANE TO 4-LANE FROM KM TO VRUNDAVAN CHOKDI,",151.13,,171.0,0.0,2022,2026.0,0.0,0.0,4.0,13.1476,1,0.131476,
URBAN DEVELOPMENT,METRO RAIL PROJECT PHASE,10773.0,,12924.55,12484.89,2014,2018.0,80.0,1.0,4.0,19.9717,1,0.199717,99.89
DPIIT,METRO RAIL PROJECT PHASE,5384.17,,5384.17,4032.54,2019,2024.0,21.0,1.0,5.0,0.0,0,0.0,85.77
HEALTH AND FAMILY WELFARE,"OF MEDICAL MANETHI, HARYANA.",1294.34,1294.34,1294.34,269.2,2019,2023.0,36.0,1.0,4.0,0.0,0,0.0,23.2
HOME AFFAIRS,ACCOMMODATION,166.98,170.23,170.23,139.66,2020,2023.0,21.0,1.0,3.0,1.9463,1,0.019463,97.0
PETROLEUM,II AT FARIDABAD,2281.94,3219.94,3219.94,1705.85,2019,2022.0,39.0,1.0,3.0,41.1054,1,0.411054,63.0
PETROLEUM,OF PANIPAT 15 TO 25 MMTPA,34627.0,38231.0,38231.0,,2021,2024.0,15.0,1.0,3.0,10.4081,1,0.104081,
PETROLEUM,RUBBER PLANT AT,1459.0,2948.62,2948.62,913.92,2022,2025.0,15.0,1.0,3.0,102.0987,1,1.020987,65.6
POWER,OF LILO OF BOTH 400KV VIDHYACHAL PS TO AT HINDALCO SWITCHY,370.0,,370.0,0.0,2025,2026.0,0.0,0.0,1.0,0.0,0,0.0,
RAILWAYS,BHIWANI-DOBH,471.06,,471.06,111.4,2023,2028.0,0.0,0.0,5.0,0.0,0,0.0,44.0
RAILWAYS,REWARI-KATHUWAS,352.41,,352.41,169.66,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,51.0
ROAD TRANSPORT AND HIGHWAYS,GOHANA-SONIPAT,899.0,1882.46,1882.46,1123.98,2020,2022.0,37.0,1.0,2.0,109.3949,1,1.093949,97.3
ROAD TRANSPORT AND HIGHWAYS,JAGADHRI TAJEWALA ROAD,1269.5,,,151.0,2022,2025.0,,,,0.0,0,0.0,52.0
ROAD TRANSPORT AND HIGHWAYS,ROHTAK-JIND SECTION TO KM. 347+800 OF NH- LINK FROM K,510.97,,510.97,,2020,2023.0,27.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF GURGAON - PATAUDI - KM) AS FEEDER ROU,1524.03,,1524.03,1105.08,2020,2023.0,7.0,1.0,3.0,0.0,0,0.0,65.54
ROAD TRANSPORT AND HIGHWAYS,OF PROPOSED REWARI LENGTH 14.4 KM) NH-11,808.31,,,917.55,2020,2023.0,,,,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF EXISTING 4 LANE,609.32,609.0,609.0,187.47,2023,2025.0,3.0,1.0,2.0,0.0,0,0.0,47.3
ROAD TRANSPORT AND HIGHWAYS,OF 6-LANE GREENFIELD ROAD STARTING FROM NH-,1691.45,1998.0,1998.0,649.71,2022,2025.0,0.0,0.0,3.0,18.1235,1,0.181235,58.76
ROAD TRANSPORT AND HIGHWAYS,OF 6-LANE GREENFIELD ROAD STARTING FROM SHAMLI-AMBALA SECTION,1088.64,1178.0,1178.0,425.85,2023,2025.0,0.0,0.0,2.0,8.2084,1,0.082084,53.55
ROAD TRANSPORT AND HIGHWAYS,OF SIX-LANE ACCESS HIGHWAY FROM RANIPUR DISTRICT) TO,1554.21,,1554.21,522.92,2022,2025.0,36.0,1.0,3.0,0.0,0,0.0,54.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX-LANE ACCESS HIGHWAY FROM ADHOYA,1491.71,,1491.71,706.26,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,49.7
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANING OF BHIWANI KM) UNDER BH,1322.13,,1322.13,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANE GREENFIELD SECTION OF NH ? 0+000 TO KM 22+850,927.22,1173.66,1173.66,493.79,2022,2025.0,0.0,0.0,3.0,26.5784,1,0.265784,80.5
ROAD TRANSPORT AND HIGHWAYS,KALAAMB FROM KM. -0.800 TO OLD NH-72,629.16,,629.16,94.0,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,95.0
ROAD TRANSPORT AND HIGHWAYS,OF GREENFIELD TO JEWAR INTERNATIONAL DND FARIDABAD,2414.67,2898.0,2898.0,1229.9,2022,2025.0,9.0,1.0,3.0,20.0164,1,0.200164,47.2
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CAMPUS SIRMAUR ),392.51,,446.43,316.16,2018,2022.0,38.0,1.0,4.0,13.7372,1,0.137372,91.5
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CENTRAL UNIVERSITY OF AT DEHRA AND,512.37,300.45,300.45,157.12,2021,2024.0,8.0,1.0,3.0,0.0,0,0.0,72.0
POWER,HYDROELECTRIC PROJECT,687.97,,1511.87,874.54,2020,2025.0,16.0,1.0,5.0,119.7581,1,1.197581,66.91
RAILWAYS,BERI NL,13370.29,,6753.42,5369.57,2008,2026.0,0.0,0.0,18.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NERCHOWK-PANDOH 221.305) UNDER NH,1273.71,,1478.61,,2016,2020.0,56.0,1.0,4.0,16.0869,1,0.160869,
ROAD TRANSPORT AND HIGHWAYS,"OF SOLAN-KAITHLIGHAT 129.050, ON EPC M",478.74,,1514.46,1349.59,2018,2021.0,43.0,1.0,3.0,216.3429,1,2.163429,83.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- WITH PAVED SHOULDERS/4- OF PAONTA,272.98,,272.98,140.69,2020,2021.0,0.0,0.0,1.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- OF HEWNA-,242.8,,242.8,96.76,2020,2021.0,40.0,1.0,1.0,0.0,0,0.0,92.44
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO LANE CONFIGURATION OF,349.2,,349.2,239.34,2020,2021.0,0.0,0.0,1.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- OF ASHYARI-SHRI,345.89,,345.89,162.23,2021,2021.0,34.0,1.0,0.0,0.0,0,0.0,91.75
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- OF HAMIRPUR-,371.93,,371.93,154.04,2020,2024.0,0.0,0.0,4.0,0.0,0,0.0,81.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- OF KALWAHAN-,314.32,,314.32,49.26,2020,2025.0,0.0,0.0,5.0,0.0,0,0.0,45.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADING FROM 2 SECTION OF,1322.95,1442.47,1442.47,,2021,2024.0,0.0,0.0,3.0,9.0344,1,0.090344,
ROAD TRANSPORT AND HIGHWAYS,OF PARTIALLY EXCAVATED TO UNIDIRECTIONAL TWO,469.95,,280.0,302.91,2022,2024.0,9.0,1.0,2.0,0.0,0,0.0,98.3
ROAD TRANSPORT AND HIGHWAYS,BYPASS FROM KM 179.600 OF NH-21 IN THE,190.6,,,103.48,2022,2024.0,,,,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,FROM KM. 42.00 TO KM.,583.93,770.0,770.0,173.6,2021,2024.0,11.0,1.0,3.0,31.8651,1,0.318651,100.0
ROAD TRANSPORT AND HIGHWAYS,BO4L OF HP/PUNJAB FROM KM. 11.00 TO KM. 42.00,1002.11,1361.79,1361.76,190.22,2021,2024.0,19.0,1.0,3.0,35.8923,1,0.358923,46.54
ROAD TRANSPORT AND HIGHWAYS,PINJORE BYPASS - BADDI -,1692.05,,1692.05,942.14,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,21.6
ROAD TRANSPORT AND HIGHWAYS,OF ROAD TO NH LANE SPECIFICATION WITH,230.54,,230.54,20.16,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,28.0
ROAD TRANSPORT AND HIGHWAYS,OF 5 ROAD TO NH LANE SPECIFICATION WITH,314.67,,314.67,76.05,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,47.0
ROAD TRANSPORT AND HIGHWAYS,OF KATHLIGHAT TO FROM KM 128.835 TO KM,1703.48,2278.0,2278.0,651.98,2022,2026.0,0.0,0.0,4.0,33.7263,1,0.337263,14.5
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 4L AND STRENGTHENING OF FROM KM 51.0,696.65,698.46,698.46,,2022,2025.0,0.0,0.0,3.0,0.2598,1,0.002598,
ROAD TRANSPORT AND HIGHWAYS,OF NEW 2 LANE WITH OF HAMIRPUR BYPASS,739.39,,739.39,328.46,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,78.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO 2L PS FROM END OF,1146.19,,1146.19,918.84,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,69.27
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO AND STRENGTHENING TO PAROR SECTION F,815.69,815.69,815.69,392.01,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,29.2
URBAN DEVELOPMENT,OF PERMANENT CAMPUS UNIVERSITY OF HIMACHAL,512.34,,512.34,0.0,2022,2024.0,0.0,0.0,2.0,0.0,0,0.0,
CIVIL AVIATION,OF NEW CIVIL,861.37,,861.37,144.65,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,30.0
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CAMPUS ),424.93,,500.91,448.15,2019,2022.0,30.0,1.0,3.0,17.8806,1,0.178806,96.0
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CAMPUS 1C) ),676.0,1144.68,1144.68,54.75,2018,2023.0,24.0,1.0,5.0,69.3314,1,0.693314,100.0
HEALTH AND FAMILY WELFARE,OF AIIMS AT JAMMU JAMMU AND KASHMIR HEALTH ),1404.0,1642.0,1642.0,1461.68,2019,2023.0,20.0,1.0,4.0,16.9516,1,0.169516,100.0
HEALTH AND FAMILY WELFARE,AWANTIPORA,1828.0,,1577.0,1285.4,2019,2025.0,2.0,1.0,6.0,0.0,0,0.0,64.1
PETROLEUM,A COMMON USER PETROLEUM JAMMU FOR RE-SITEMENT DEPOTS OF PSU OMCS,676.89,,676.89,,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,
PETROLEUM,AT JAMMU DISTRICTS,538.0,,538.0,4.09,2022,2032.0,30.0,1.0,10.0,0.0,0,0.0,0.6
POWER,ELECTRIC PROJECT,4287.59,,5409.0,2599.24,2019,2024.0,25.0,1.0,5.0,26.1548,1,0.261548,61.38
POWER,SCHEME FOR EVACUATION MW): PART B,219.0,,219.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF UDHAMBUR - RAMBAN NH-1A,2136.97,2644.0,2644.0,2386.51,2015,2018.0,78.0,1.0,3.0,23.7266,1,0.237266,99.5
ROAD TRANSPORT AND HIGHWAYS,OF STAND ALONE RING AROUND JAMMU CITY IN,1471.75,1471.75,,1716.22,2017,2021.0,,,,0.0,0,0.0,98.8
ROAD TRANSPORT AND HIGHWAYS,TO 4-LANE WITH PAVED JAMMU-AKHNOOR ROAD NH-144A FROM GANESH VIHA,253.44,,253.44,189.72,2018,2021.0,51.0,1.0,3.0,0.0,0,0.0,82.35
ROAD TRANSPORT AND HIGHWAYS,TO 2-LANE WITH PAVED KM 12.850 TO KM20.300 ON GOHA-KHEL,228.39,,228.39,,2020,2022.0,54.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,TO 2-LANE WITH PAVED KM 20.300 TO KM 29.030 LENGTH ON GOHA-K,210.79,,210.79,71.0,2020,2022.0,39.0,1.0,2.0,0.0,0,0.0,90.4
ROAD TRANSPORT AND HIGHWAYS,PKG-2,512.43,,512.43,71.65,2021,2023.0,40.0,1.0,2.0,0.0,0,0.0,51.52
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANING FROM 151.00 TO BANIHAL KM 187.00 NH-44) WITH VA,811.19,,811.19,848.57,2021,2023.0,6.0,1.0,2.0,0.0,0,0.0,99.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE RINGROAD CITY,2919.96,,2919.96,2317.82,2021,2024.0,20.0,1.0,3.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,OF JAMMU-AKHNOOR PKG-1,245.34,,245.34,57.03,2022,2025.0,9.0,1.0,3.0,0.0,0,0.0,38.48
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY EXISTING JAKH SECTION OF NH-4,1821.72,1917.32,1917.32,1005.35,2021,2024.0,15.0,1.0,3.0,5.2478,1,0.052478,83.21
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY [JUNCTION WITH ROAD NEAR VILLAGE GURHA B,2714.95,2714.95,2714.95,1642.02,2021,2024.0,17.0,1.0,3.0,0.0,0,0.0,85.37
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT OF BLACK SPOTS IN - SAMBA SECTION OF NH-,200.05,200.05,208.92,153.05,2022,2024.0,12.0,1.0,2.0,0.0,0,0.0,58.6
ROAD TRANSPORT AND HIGHWAYS,OF TUNNELS/VIADUCTS SLIDING/SLIP ZONES AT KM KM.,442.14,,442.14,341.75,2021,2023.0,26.0,1.0,2.0,0.0,0,0.0,19.88
ROAD TRANSPORT AND HIGHWAYS,TO KM.171.855,614.48,,614.48,187.59,2021,2024.0,10.0,1.0,3.0,0.0,0,0.0,7.0
ROAD TRANSPORT AND HIGHWAYS,TUNNEL INCLUDING FROM DIGDOL TO KHUNI BOUND CONNECTING,1401.87,,1401.87,734.56,2021,2024.0,12.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF EMERGENCY LANDING KM. 246.60 TO KM. 249.70 - BANIHAL SECTI,157.05,,157.05,139.54,2019,2020.0,47.0,1.0,1.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TUNNEL INCLUDING APPROACHES K,1912.17,,1912.17,129.05,2021,2025.0,15.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,SECTION OF NH 144A,198.28,,198.28,,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 102 TO KM 13,642.24,,642.24,345.14,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,95.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 30.000 TO K,272.49,,272.49,133.66,2020,2024.0,0.0,0.0,4.0,0.0,0,0.0,87.24
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 134.95 TO KM,395.25,,395.25,140.42,2021,2024.0,8.0,1.0,3.0,0.0,0,0.0,64.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 49.150 TO KM,796.97,,796.97,323.85,2020,2024.0,7.0,1.0,4.0,0.0,0,0.0,79.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 64.535 TO K,152.93,,152.93,90.3,2020,2023.0,18.0,1.0,3.0,0.0,0,0.0,78.27
ROAD TRANSPORT AND HIGHWAYS,OF TWIN TUBE TUNNELS CH. 50+600 TO,939.86,,939.86,475.07,2023,2025.0,9.0,1.0,2.0,0.0,0,0.0,64.93
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE WITH PAVED CH. 35+300 TO,832.46,,823.46,227.5,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,46.0
ROAD TRANSPORT AND HIGHWAYS,KM 8.660 TO KM 33.775 WAYUL) TO 4L DUAL NH STANDARD AS PART OF,1183.6,,1183.6,,2022,2026.0,6.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,KATRA EXPRESSWAY XVIII) DEVELOPMENT AND OF FOUR LANE ACCESS,1107.0,,975.38,338.69,2023,2025.0,4.0,1.0,2.0,0.0,0,0.0,38.38
ROAD TRANSPORT AND HIGHWAYS,CONTROL EXPRESSWAY CHAINAGE KM 515.000 TO TO SIDHRA SECTIO,2474.47,,2894.74,923.64,2022,2025.0,8.0,1.0,3.0,16.9842,1,0.169842,38.2
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 162.800 TO KM,562.45,,562.45,99.06,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,25.0
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE WITH PAVED BYPASS) GREENFIELD EXISTING CH. KM 24,980.21,,980.21,300.02,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,8.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2 SHOULDER FROM KM 166.100 TO KM,734.64,,734.64,19.6,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,8.0
ROAD TRANSPORT AND HIGHWAYS,OF 2 LANE WITH PAVED BYPASS FROM EXISTING CH.,992.43,,992.43,338.33,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF,1404.94,,1404.94,0.0,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,
COAL,TURN-KEY PROJECT,339.88,,339.88,190.48,2011,2014.0,141.0,1.0,3.0,0.0,0,0.0,70.0
COAL,SEAM UG,1230.27,,1230.27,,2011,2019.0,86.0,1.0,8.0,0.0,0,0.0,
COAL,COAL BLOCK,2242.92,2242.9,2242.9,687.46,2013,2028.0,0.0,0.0,15.0,0.0,0,0.0,54.0
COAL,NLW COAL WASHERY,334.27,,334.27,135.86,2015,2018.0,95.0,1.0,3.0,0.0,0,0.0,45.05
COAL,REPORT MAGADH,7254.37,,7254.37,1500.33,2020,2028.0,0.0,0.0,8.0,0.0,0,0.0,38.0
COAL,AMRAPALI OCP,5136.15,,5136.15,1082.09,2020,2028.0,0.0,0.0,8.0,0.0,0,0.0,41.0
COAL,OF NORTH URIMARI OCP,778.8,,778.8,694.11,2021,2029.0,0.0,0.0,8.0,0.0,0,0.0,75.0
COAL,PACHMO OCP,625.4,625.4,625.4,441.24,2020,2032.0,0.0,0.0,12.0,0.0,0,0.0,41.0
COAL,LAIYO OCP,764.57,,764.57,145.8,2020,2031.0,0.0,0.0,11.0,0.0,0,0.0,28.0
COAL,KONAR OCP,799.34,,799.34,416.73,2022,2032.0,0.0,0.0,10.0,0.0,0,0.0,32.0
COAL,KARO OCP,908.47,,908.47,,2022,2029.0,0.0,0.0,7.0,0.0,0,0.0,
COAL,ASHOK OCP,2898.28,,2898.28,176.5,2021,2028.0,0.0,0.0,7.0,0.0,0,0.0,20.0
COAL,NTST KUJAMA OCP 8.5 MTY,4011.85,,4011.85,397.65,2023,2030.0,0.0,0.0,7.0,0.0,0,0.0,25.0
COAL,SIMLONG OCP,979.08,,979.08,0.0,2023,2037.0,0.0,0.0,14.0,0.0,0,0.0,
DEPARTMENT OF HIGHER EDUCATION,DOUBLE BEDDED DHANBAD ),171.86,,171.86,174.48,2012,2016.0,0.0,0.0,4.0,0.0,0,0.0,
PETROLEUM,OF JHARIA CBM BLOCK,431.0,,431.0,194.4,2019,2024.0,17.0,1.0,5.0,0.0,0,0.0,57.9
PETROLEUM,GAS PIPELINE FROM TO RANCHI,202.07,,202.07,52.94,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,42.91
PETROLEUM,IN BIHAR JHARKHAND,1377.0,,1377.0,277.81,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,22.6
POWER,STPP,16242.9,,16242.9,16745.68,2014,2019.0,69.0,1.0,5.0,0.0,0,0.0,98.0
POWER,MINING PROJECT,1553.0,2896.64,2896.64,2086.52,2015,2019.0,64.0,1.0,4.0,86.519,1,0.86519,64.0
RAILWAYS,RANCHI DOUBLING,3029.04,3029.04,3029.04,,2016,2024.0,24.0,1.0,8.0,0.0,0,0.0,
RAILWAYS,PISKA LINK LINE BY PASSING,501.52,,472.5,275.86,2018,2026.0,0.0,0.0,8.0,0.0,0,0.0,4.0
RAILWAYS,PRADHANKHUNTA JN -,202.0,349.22,349.22,64.1,2022,2027.0,0.0,0.0,5.0,72.8812,1,0.728812,2.0
RAILWAYS,DHANBAD SONNAGAR,8975.0,,7906.38,4705.38,2016,2026.0,0.0,0.0,10.0,0.0,0,0.0,
RAILWAYS,- RAIL OVER RAIL,262.71,,262.71,226.43,2017,2024.0,20.0,1.0,7.0,0.0,0,0.0,70.0
RAILWAYS,FOR DOWN TRAINS,686.03,,487.73,399.45,2018,2023.0,36.0,1.0,5.0,0.0,0,0.0,45.0
ROAD TRANSPORT AND HIGHWAYS,BIHAR - JHARKHAND TO GORHAR,1155.16,,950.49,657.82,2018,2021.0,54.0,1.0,3.0,0.0,0,0.0,73.0
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH PAVED AND GEOMETRIC OF NH-114A FROM KM 141,196.0,,196.0,164.21,2016,2021.0,39.0,1.0,5.0,0.0,0,0.0,90.1
ROAD TRANSPORT AND HIGHWAYS,TO PARWA MODE SECTION TO KM 57.049 OF NH-98,755.26,,1039.0,624.66,2020,2024.0,13.0,1.0,4.0,37.5685,1,0.375685,87.0
ROAD TRANSPORT AND HIGHWAYS,196.87,748.99,,903.0,831.75,2020,2023.0,15.0,1.0,3.0,20.5624,1,0.205624,100.0
ROAD TRANSPORT AND HIGHWAYS,IN RANCHI CITY TO KM 3.260 OF NH-75 RAMP ON NH-23 FROM,534.73,,534.73,,2022,2025.0,2.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,TO GUMLA SECTION OF NH23 TO KM. 89.170 ON HAM,1034.0,1879.55,,41.5,2020,2024.0,,,,81.7747,1,0.817747,96.61
ROAD TRANSPORT AND HIGHWAYS,CHAUKI TO FARKKA SECTION KM 215.00 TO KM 260.00 ON,1302.72,1504.8,,875.97,2021,2023.0,,,,15.5122,1,0.155122,71.4
ROAD TRANSPORT AND HIGHWAYS,WITH PAVED SHOULDER OF,1214.93,1324.95,1462.0,808.69,2023,2025.0,0.0,0.0,2.0,9.0557,1,0.090557,73.0
ROAD TRANSPORT AND HIGHWAYS,2-LANE WITH PAVED OF NH-143A INCLU,153.01,,153.01,83.63,2020,2023.0,16.0,1.0,3.0,0.0,0,0.0,96.23
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF TO TWO LANE WITH FROM KM 116.00 TO K,315.21,,315.21,117.26,2022,2024.0,5.0,1.0,2.0,0.0,0,0.0,80.0
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING TO TWO SHOULDER/TWO LANE+ WITH SERVICE ROA,514.22,,514.22,15.19,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,6.1
ROAD TRANSPORT AND HIGHWAYS,TO PAVED SHOULDER/ TWO SHOUL,423.18,,423.18,0.11,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF KHAJURI TO FROM KM 219.600 TO KM PKG SEC-V ON HAM,1232.0,1343.0,1400.0,,2022,2025.0,0.0,0.0,3.0,9.0097,1,0.090097,
ROAD TRANSPORT AND HIGHWAYS,OF BHOGU TO SANKHA TO KM 196.870 ON NH-75,1390.77,1391.0,1600.0,303.0,2022,2025.0,0.0,0.0,3.0,0.0165,1,0.000165,70.0
